"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"546","4065","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Green","  Large  ","large size and larger","Min diameter 65mm and above","","Capsicum spp","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"547","4066","Global","Vegetables","BEANS","Green/French","   All Sizes   ","","","","Phaseolus vulgaris","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"548","4067","Global","Vegetables","SQUASH","Zucchini/Courgette"," All Sizes ","","","","C.pepo","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"549","4068","Global","Vegetables","ONIONS","Green (Scallions)/Spring"," All Sizes ","","","","Allium spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"550","4069","Global","Vegetables","CABBAGE","Green","All Sizes ","","","","Brassica oleracea","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"551","4070","Global","Vegetables","CELERY","Bunch","Small","30 size and smaller","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"552","4071","Global","Vegetables","CELERY","Bunch","Small","30 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"553","4072","Global","Vegetables","POTATO","Russet","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"554","4073","Global","Vegetables","POTATO","Red","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"555","4074","Global","Vegetables","SWEET POTATO/YAM/KUMARA","Red/Orangy Red Flesh","Small","large size and smaller","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace.","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2009-06-09 22:00:00","","EN","High"
"556","4075","Global","Vegetables","LETTUCE","Red Leaf","All Sizes ","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"557","4076","Global","Vegetables","LETTUCE","Green Leaf","All Sizes ","","","","Lactuca sativa","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"558","4077","Global","Vegetables","CORN","Sweet Corn, White","All Sizes","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"559","4078","Global","Vegetables","CORN","Sweet Corn, Yellow","All Sizes","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"560","4079","Global","Vegetables","CAULIFLOWER","","Small","12 size and smaller","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"561","4080","Global","Vegetables","ASPARAGUS","Green","Small","standard and large size","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"562","4081","Global","Vegetables","EGGPLANT (AUBERGINE)","Regular","   All Sizes   ","","","","Solanum melongena","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"563","4082","Global","Vegetables","ONIONS","Red","   All Sizes   ","","","","Allium spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"564","4083","Global","Vegetables","POTATO","White","All Sizes","","","","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"565","4084","Global","Vegetables","ARTICHOKES","","Large","30-36 size","","","Cynara scolymus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"566","4085","Global","Vegetables","MUSHROOMS","Regular","Large","","40mm diameter and above","","Agaricus bisporus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"567","4086","Global","Vegetables","SQUASH","Yellow Zucchini/Gold Bar/Yellow Courgette","All Sizes","","","","C. pepo/C. maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"568","4087","Global","Vegetables","TOMATOES","Plum/Italian/Saladette/Roma - Red","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"569","4088","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Red","    All Sizes    ","","","","Capsicum spp","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"570","4089","Global","Vegetables","RADISH","Bunched Red","All Sizes","","","","Raphanus sativus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"571","4090","Global","Vegetables","SPINACH","Regular/Bunched","   All Sizes   ","","","","","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"572","4091","Global","Vegetables","SWEET POTATO/YAM/KUMARA","White","All Sizes","","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2009-06-09 22:00:00","","EN","Medium"
"573","4092","Global","Vegetables","PEAS","Chinese Snow Pea/Pea Pod/Mange Tout"," All Sizes ","","","","Pisum sativum","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"574","4093","Global","Vegetables","ONIONS","Yellow/Brown","  Large  ","3 size and larger","Min diameter 75mm and above","","Allium spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"575","4094","Global","Vegetables","CARROTS","Bunch","All Sizes","","","","Daucus carota","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"576","4095","Global","Vegetables","TURNIP","Yellow","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"577","4096","Global","Fruits","APPLES","Ginger Gold"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"578","4097","Global","Fruits","APPLES","Ginger Gold"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"579","4098","Global","Fruits","APPLES","Akane"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"580","4099","Global","Fruits","APPLES","Akane"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"581","4100","Global","Fruits","APPLES","Fireside","  Small  ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"582","4101","Global","Fruits","APPLES","Braeburn"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"583","4102","Global","Fruits","APPLES","Fireside"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"584","4103","Global","Fruits","APPLES","Braeburn","  Large  ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"585","4104","Global","Fruits","APPLES","Cortland"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"586","4105","Global","Fruits","APPLES","Cox Orange Pippin"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"587","4106","Global","Fruits","APPLES","Cortland"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"588","4107","Global","Fruits","APPLES","Crab"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"589","4108","Global","Fruits","APPLES","Crispin/Mutsu"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"590","4109","Global","Fruits","APPLES","Crispin/Mutsu"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"591","4110","Global","Fruits","APPLES","Crispin/Mutsu"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"592","4111","Global","Fruits","APPLES","Crispin/Mutsu"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"593","4112","Global","Fruits","APPLES","Regent"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"594","4113","Global","Fruits","APPLES","Criterion"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"595","4114","Global","Fruits","APPLES","Regent"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"596","4115","Global","Fruits","APPLES","Criterion"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"597","4116","Global","Fruits","APPLES","Early"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"598","4117","Global","Fruits","APPLES","Early"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"599","4118","Global","Fruits","APPLES","Early"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"600","4119","Global","Fruits","APPLES","Early"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"601","4120","Global","Fruits","APPLES","Fiesta"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"602","4121","Global","Fruits","APPLES","Elstar"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"603","4122","Global","Fruits","APPLES","Sciros"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","Pacific Rose","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"604","4123","Global","Fruits","APPLES","Elstar"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"605","4124","Global","Fruits","APPLES","Empire"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"606","4125","Global","Fruits","APPLES","Empire"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"607","4126","Global","Fruits","APPLES","Empire"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"608","4127","Global","Fruits","APPLES","Empire"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"609","4128","Global","Fruits","APPLES","Cripps Pink"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","Pink Lady","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","2002-05-31 22:00:00","","EN","High"
"610","4129","Global","Fruits","APPLES","Fuji"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"611","4130","Global","Fruits","APPLES","Cripps Pink"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","Pink Lady","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","2002-05-31 22:00:00","","EN","High"
"612","4131","Global","Fruits","APPLES","Fuji"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"613","4132","Global","Fruits","APPLES","Gala","   Small   ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
